,title,glass,garnish,recipe,ingredients,raw_ingredients,cocktail_strength,sweet_t,sour_t,savory_t,bitter_t,cream_t,spicy_t,fruity_t
3432,Sacred Martell,36.0,Lemon zest twist,SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with tonic water.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'St-Germain elderflower liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Tonic Water']]","[['5 cl', 'cognac'], ['3 cl', 'st-germain elderflower liqueur'], ['2 cl', 'lemon juice'], ['Top up with', 'tonic water']]",0.3272727272727272,0,0,0,0,0,0,0
3433,Pour Me Another,23.7,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['0.75 cl', 'Pedro Ximénez sherry'], ['0.5 cl', 'La Fée Parisienne absinthe'], ['1 cl', 'Chilled water']]","[['4.5 cl', 'cognac'], ['0.75 cl', 'pedro ximénez sherry'], ['0.5 cl', 'absinthe'], ['1 cl', 'chilled water']]",0.38,0,0,0,0,0,0,0
3434,Velours de France,17.75,Demerara sugar rim & lemon zest twist (discarded),SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into a chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Licor 43 Original liqueur'], ['0.75 cl', 'Giffard Orgeat Syrup'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['4 dash', 'Angostura Aromatic Bitters'], ['0.75 cl', 'Pasteurised egg white']]","[['4.5 cl', 'cognac'], ['2 cl', 'gin'], ['0.75 cl', 'giffard orgeat syrup'], ['1.5 cl', 'lime juice'], ['4 dash', 'angostura'], ['0.75 cl', 'egg white']]",0.2062962962962963,0,0,0,0,0,0,0
3435,Trade Winds,17.75,Dehydrated lime wheel,STIR all ingredients with ice and strain into chilled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Antica Formula or other well aged sweet vermouth'], ['2 cl', 'Coconut water'], ['0.5 cl', 'De Kuyper Brown Crème de Cacao'], ['2 dash', 'Angostura Aromatic Bitters']]","[['4 cl', 'cognac'], ['2 cl', 'sweet vermouth'], ['2 cl', 'coconut water'], ['0.5 cl', 'de kuyper brown crème de cacao'], ['2 dash', 'angostura']]",0.2076190476190476,0,0,0,0,0,0,0
3436,History & Nobility,17.75,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Lillet Blanc (or other aromatized wine)'], ['0.75 cl', 'De Kuyper Apricot Brandy liqueur'], ['1 dash', 'Orange Bitters by Angostura'], ['1.5 cl', 'Chilled water']]","[['4.5 cl', 'cognac'], ['2.25 cl', 'lillet blanc'], ['0.75 cl', 'apricot brandy liqueur'], ['1 dash', 'angostura'], ['1.5 cl', 'chilled water']]",0.23625,0,0,0,0,0,0,0
3437,Je suis l'Amour,17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Martini Riserva Speciale Ambrato'], ['1 cl', 'Ginger liqueur'], ['1.5 cl', 'Grapefruit juice (pink)'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 drop', ""Bob's Chocolate bitters""]]","[['4.5 cl', 'cognac'], ['1.5 cl', 'martini riserva speciale ambrato'], ['1 cl', 'gin'], ['1.5 cl', 'grapefruit juice'], ['0.25 cl', 'sugar syrup'], ['4 drop', ""bob's chocolate bitters""]]",0.352156862745098,0,0,0,0,0,0,0
3438,Élysée Treaty,17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Jägermeister'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['3 dash', 'Orange Bitters by Angostura'], ['2 twist', 'Orange peel']]","[['4 cl', 'cognac'], ['2 cl', 'jägermeister'], ['1 cl', 'sugar syrup'], ['3 dash', 'angostura'], ['2 twist', 'orange peel']]",0.15,0,0,0,0,0,0,0
3439,Indimenticabili Momenti (Unforgettable Moments),20.7,Orange zest twist,SHAKE all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Moscatel'], ['0.5 cl', 'Liquore Strega'], ['0.5 cl', 'Cherry Heering cherry brandy liqueur'], ['0.5 cl', 'Vanilla sugar syrup'], ['0.5 cl', 'Cinnamon sugar syrup']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'moscatel'], ['0.5 cl', 'liquore strega'], ['0.5 cl', 'cherry brandy liqueur'], ['0.5 cl', 'vanilla sugar syrup'], ['0.5 cl', 'cinnamon sugar syrup']]",0.309375,0,0,0,0,0,0,0
3440,L'esprit de l'escalier,20.7,Lemon zest twist,STIR all ingredients with ice and strain into ice-filled glass (or in place of ice use cold over frozen river stones to chill to avoid dilution from ice).,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Absinthe vermouth'], ['1 cl', 'Poire William eau-de-vie'], ['0.5 cl', 'Giffard Banane du Brésil liqueur'], ['3 dash', 'Orange Bitters by Angostura']]","[['3 cl', 'cognac'], ['2 cl', 'absinthe'], ['1 cl', 'poire william eau-de-vie'], ['0.5 cl', 'giffard banane du brésil liqueur'], ['3 dash', 'angostura']]",0.3626315789473684,0,0,0,0,0,0,0
3441,The Cab,17.75,Mint leaf,SHAKE first 5 ingredients with ice and fine strain into chilled glass. TOP champagne.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['2.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['8 fresh', 'Mint leaves'], ['2 dash', 'Angostura Aromatic Bitters'], ['5 cl', 'Brut Champagne']]","[['5 cl', 'cognac'], ['2.5 cl', 'lime juice'], ['1.5 cl', 'sugar syrup'], ['8 fresh', 'mint leaves'], ['2 dash', 'angostura'], ['5 cl', 'brut champagne']]",0.1208333333333333,0,0,0,0,0,0,0
3442,Blue Nightcap,17.75,Float 3 espresso beans,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Amontillado sherry'], ['1 cl', 'Pedro Ximénez sherry'], ['1 cl', 'Espresso coffee (freshly made & hot)'], ['1⁄2 spoon', 'Honey'], ['1 dash', 'Black walnut bitters']]","[['4.5 cl', 'cognac'], ['2 cl', 'amontillado sherry'], ['1 cl', 'pedro ximénez sherry'], ['1 cl', 'espresso coffee'], ['1⁄2 spoon', 'honey'], ['1 dash', 'black walnut bitters']]",0.3135,0,0,0,0,0,0,0
3443,Almond Atholl Brose,17.75,Dust with freshly grated nutmeg,"STIR honey with Scotch in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['2 spoon', 'Honey'], ['4 cl', ""Dewar's 12 Year Old Scotch whisky""], ['2 cl', 'Oat milk / oatmeal water'], ['1.5 cl', 'Disaronno amaretto'], ['1 cl', 'Single cream / half-and-half']]","[['2 spoon', 'honey'], ['4 cl', 'scotch whisky'], ['2 cl', 'oat milk / oatmeal water'], ['1.5 cl', 'amaretto'], ['1 cl', 'single cream / half-and-half']]",0.2142857142857142,0,0,0,0,0,0,0
3444,Fat Godfather,20.7,Orange zest twist,"Fat-wash a bottle of peaty Scotch whisky with smoky bacon fat. POUR the now clarified smoky bacon-flavoured Scotch and other ingredients into mixing glass, STIR with ice and strain into ice-filled glass.","[['6 cl', ""Dewar's 12 Year Old Scotch whisky (bacon fat washed)""], ['3 cl', 'Disaronno amaretto'], ['1 dash', 'Whiskey barrel aged bitters']]","[['6 cl', 'scotch whisky'], ['3 cl', 'amaretto'], ['1 dash', 'whiskey barrel aged bitters']]",0.4049999999999999,0,0,0,0,0,0,0
3445,Amaro-etti Biscotti,17.75,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Disaronno amaretto'], ['2 cl', 'Averna Amaro'], ['0.5 cl', 'Islay single malt (peated) Scotch whisky'], ['8 drop', ""Bob's Vanilla bitters""]]","[['4.5 cl', 'cognac'], ['2 cl', 'amaretto'], ['2 cl', 'averna amaro'], ['0.5 cl', 'scotch whisky'], ['8 drop', ""bob's vanilla bitters""]]",0.4205882352941176,0,0,0,0,0,0,0
3446,Mon Dernier Mot (My Last Word),17.75,Candied ginger,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Yellow Chartreuse liqueur'], ['1.5 cl', 'Ginger liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]","[['4 cl', 'cognac'], ['2 cl', 'yellow chartreuse liqueur'], ['1.5 cl', 'gin'], ['1.5 cl', 'lemon juice']]",0.3633333333333333,0,0,0,0,0,0,0
3447,Banana Split,17.75,Lightly dust surface of drink with chocolate powder & banana chunk on rim,STIR first 5 ingredients with ice and strain into chilled glass. Shake a sealed container of cream and carefully POUR over the back of a spoon to form a small white spot floating in the centre of the drink.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Giffard Banane du Brésil liqueur'], ['2 drop', ""Bob's Vanilla bitters""], ['2 drop', ""Bob's Chocolate bitters""], ['2.25 cl', 'Banana tea'], ['0.5 cl', 'Single cream / half-and-half']]","[['4.5 cl', 'cognac'], ['2.25 cl', 'giffard banane du brésil liqueur'], ['2 drop', ""bob's vanilla bitters""], ['2 drop', ""bob's chocolate bitters""], ['2.25 cl', 'banana tea'], ['0.5 cl', 'single cream / half-and-half']]",0.3583333333333333,0,0,0,0,0,0,0
3448,Velvet Roof,17.75,Mint leaf,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['6 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Americano Bianco'], ['1.5 cl', 'Ginger liqueur'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['2 cl', 'Cranberry liqueur'], ['1.5 cl', 'Pasteurised egg white']]","[['6 cl', 'cognac'], ['3 cl', 'americano bianco'], ['1.5 cl', 'gin'], ['3 cl', 'lemon juice'], ['2 cl', 'cranberry liqueur'], ['1.5 cl', 'egg white']]",0.2452941176470588,0,0,0,0,0,0,0
3449,Black Diamond #2,17.75,Smoked cinnamon rim & mandarin zest (discarded),STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Martini Rosso sweet vermouth'], ['0.75 cl', 'St-Germain elderflower liqueur']]","[['4.5 cl', 'cognac'], ['2.25 cl', 'red vermouth'], ['0.75 cl', 'st-germain elderflower liqueur']]",0.3719999999999999,0,0,0,0,0,0,0
3450,Art de Vivre (Art of Living),17.75,Orange zest twist (discarded),STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Skinos Mastiha'], ['0.5 cl', 'Fernet liqueur'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 dash', ""Bob's Chocolate bitters""]]","[['4.5 cl', 'cognac'], ['1.5 cl', 'skinos mastiha'], ['0.5 cl', 'fernet liqueur'], ['0.5 cl', 'sugar syrup'], ['1 dash', ""bob's chocolate bitters""]]",0.3375,0,0,0,0,0,0,0
3451,Papa Noel,17.75,Cinnamon stick (& originally with a sugar rim),SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Martini Extra Dry vermouth'], ['1.5 cl', 'Honey sugar syrup'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Giffard Banane du Brésil liqueur'], ['1 dash', 'Angostura Aromatic Bitters']]","[['4.5 cl', 'cognac'], ['1 cl', 'dry vermouth'], ['1.5 cl', 'honey syrup'], ['1 cl', 'lemon juice'], ['0.75 cl', 'giffard banane du brésil liqueur'], ['1 dash', 'angostura']]",0.2617948717948717,0,0,0,0,0,0,0
3452,La Garde de Nuit (The Night's Watch),17.75,Olive & cucumber slice,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['4.5 cl', 'Dubonnet Red'], ['2.25 cl', 'Mead'], ['0.5 cl', 'Suze gentian liqueur']]","[['4.5 cl', 'cognac'], ['4.5 cl', 'dubonnet red'], ['2.25 cl', 'mead'], ['0.5 cl', 'suze']]",0.2276595744680851,0,0,0,0,0,0,0
3453,The Southern Alliance,20.7,Orange zest twist & Luxardo maraschino cherries,STIR all ingredients with ice and strain into ice-filled glass (preferably a large chunk of block ice).,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Punt E Mes or other full-bodied vermouth'], ['1.5 cl', 'De Kuyper Apricot Brandy liqueur'], ['1⁄2 spoon', 'Balsamic vinegar of Modena'], ['1 dash', 'Plum bitters']]","[['5 cl', 'cognac'], ['2 cl', 'punt e mes or other full-bodied vermouth'], ['1.5 cl', 'apricot brandy liqueur'], ['1⁄2 spoon', 'balsamic vinegar of modena'], ['1 dash', 'plum bitters']]",0.3755,0,0,0,0,0,0,0
3454,Desire,20.7,Rosemary sprig,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'St-Germain elderflower liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Agave syrup']]","[['5 cl', 'cognac'], ['2 cl', 'st-germain elderflower liqueur'], ['2 cl', 'lemon juice'], ['1 cl', 'agave syrup']]",0.315,0,0,0,0,0,0,0
3455,Lovelight,20.7,Dark chocolate & orange zest twist,STIR all ingredients with ice and strain in ice-filled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Italian red bitter liqueur'], ['1 cl', 'Antica Formula or other well aged sweet vermouth'], ['0.5 cl', 'Cinnamon sugar syrup'], ['2 dash', ""Bob's Chocolate bitters""]]","[['4 cl', 'cognac'], ['2 cl', 'italian red bitter liqueur'], ['1 cl', 'sweet vermouth'], ['0.5 cl', 'cinnamon sugar syrup'], ['2 dash', ""bob's chocolate bitters""]]",0.3989473684210526,0,0,0,0,0,0,0
3456,Queen Mary,17.75,Rosemary sprig,SHAKE all ingredients with ice and strain into chilled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Izarra Green (Vert) liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', 'Angostura Aromatic Bitters']]","[['5 cl', 'cognac'], ['2.25 cl', 'izarra green  liqueur'], ['1.5 cl', 'lemon juice'], ['1 cl', 'sugar syrup'], ['2 dash', 'angostura']]",0.2776595744680851,0,0,0,0,0,0,0
3457,Challenger Deep,17.75,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Antica Ricetta Barolo Chinato'], ['3 cl', 'Bigallet China China Amer'], ['0.75 cl', 'Green Chartreuse liqueur']]","[['4.5 cl', 'cognac'], ['3 cl', 'antica ricetta barolo chinato'], ['3 cl', 'bigallet china china amer'], ['0.75 cl', 'green chartreuse liqueur']]",0.4686666666666667,0,0,0,0,0,0,0
3458,L'Indochine,20.7,Orange zest twist,STIR all the ingredients with ice and strain into ice-filled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Coffee liqueur'], ['1 cl', 'Lapsang Souchong tea liqueur'], ['1 dash', 'Orange Bitters by Angostura'], ['1 dash', 'Boston Bittahs bitters']]","[['5 cl', 'cognac'], ['1 cl', 'coffee liqueur'], ['1 cl', 'lapsang souchong tea liqueur'], ['1 dash', 'angostura'], ['1 dash', 'boston bittahs bitters']]",0.4000000000000001,0,0,0,0,0,0,0
3459,Rachel,30.0,Lemon zest twist,SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda water and drizzle crème de cassis on surface of drink,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Kwai Feh lychee liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Soda Water'], ['0.5 cl', 'Giffard Noir de Bourgogne Cassis']]","[['4 cl', 'cognac'], ['3 cl', 'kwai feh lychee liqueur'], ['2 cl', 'lemon juice'], ['Top up with', 'soda water'], ['0.5 cl', 'giffard noir de bourgogne cassis']]",0.3,0,0,0,0,0,0,0
3460,Simple Softly,30.0,"Mint, ginger slices & dehydrated lime wheel",SHAKE first 4 ingredients with ice and strain into ice-filled glass. Top with ginger beer.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Rutte Dry Gin'], ['1 cl', 'Bourbon whiskey'], ['0.5 cl', 'Antica Ricetta Barolo Chinato'], ['Top up with', 'Thomas Henry Ginger Beer']]","[['3 cl', 'cognac'], ['2 cl', 'gin'], ['1 cl', 'bourbon whiskey'], ['0.5 cl', 'antica ricetta barolo chinato'], ['Top up with', 'gin']]",0.4118181818181818,0,0,0,0,0,0,0
3461,49th Parallel,20.7,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['1 cl', 'De Kuyper Triple Sec (40%)'], ['1 cl', 'Lillet Blanc (or other aromatized wine)'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', ""Peychaud's or other Creole-style bitters""]]","[['3 cl', 'cognac'], ['1 cl', 'rye whiskey'], ['1 cl', 'triple sec'], ['1 cl', 'lillet blanc'], ['1 cl', 'lemon juice'], ['0.25 cl', 'sugar syrup'], ['2 dash', ""peychaud's bitter""]]",0.3243243243243243,0,0,0,0,0,0,0
3462,Celebration,17.75,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Martini Rosso sweet vermouth'], ['3 cl', 'Italian red bitter liqueur'], ['2 dash', 'Orange Bitters by Angostura']]","[['3 cl', 'cognac'], ['3 cl', 'red vermouth'], ['3 cl', 'italian red bitter liqueur'], ['2 dash', 'angostura']]",0.2972727272727273,0,0,0,0,0,0,0
3463,Parmenides,17.75,,SHAKE all ingredients with ice and fine strain into ice-filled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Green Chartreuse liqueur'], ['2 cl', 'Chardonnay (Chablis) white wine'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['2 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 dash', 'La Fée Parisienne absinthe']]","[['4 cl', 'cognac'], ['1 cl', 'green chartreuse liqueur'], ['2 cl', 'white wine'], ['2 cl', 'lemon juice'], ['2 cl', 'sugar syrup'], ['4 dash', 'absinthe']]",0.3726666666666666,0,0,0,0,0,0,0
3464,Poire de Vivre,17.75,3 dots Jerry Thomas' bitters,"MUDDLE ginger in base of shaker. Add other ingredients, shake with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.","[['1⁄2 candied', 'Root ginger (thumbnail-sized slice)'], ['5 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Ginger liqueur'], ['1 cl', ""Stone's Original Green Ginger Wine""], ['3 cl', 'Pear juice (freshly pressed)'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Pasteurised egg white']]","[['1⁄2 candied', 'gin'], ['5 cl', 'cognac'], ['2 cl', 'gin'], ['1 cl', 'gin'], ['3 cl', 'pear juice'], ['2 cl', 'lemon juice'], ['1.5 cl', 'egg white']]",0.2104,0,0,0,0,0,0,0
3465,Rock of Sages,20.7,Maraschino cherries & sage leaves,"MUDDLE cherries in base of shaker. Add sage leaves and lightly bruise with the muddler. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.","[['3 whole', 'Syrup from Luxardo Maraschino Cherries'], ['4 fresh', 'Sage leaves'], ['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Vermouth di Torino'], ['3 cl', 'Pineapple juice (fresh pressed)'], ['1 spoon', 'Syrup from Luxardo Maraschino Cherries']]","[['3 whole', 'syrup from luxardo maraschino cherries'], ['4 fresh', 'sage leaves'], ['4.5 cl', 'cognac'], ['1.5 cl', 'vermouth di torino'], ['3 cl', 'pineapple juice'], ['1 spoon', 'syrup from luxardo maraschino cherries']]",0.1971428571428571,0,0,0,0,0,0,0
3466,The Comeback,17.75,Grapefruit zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'De Kuyper Apricot Brandy liqueur'], ['0.5 cl', 'Fernet liqueur'], ['0.75 cl', 'Maple shrub (1:1.2 cider vinegar to maple syrup)']]","[['4 cl', 'cognac'], ['1.5 cl', 'apricot brandy liqueur'], ['0.5 cl', 'fernet liqueur'], ['0.75 cl', 'maple shrub']]",0.4566666666666666,0,0,0,0,0,0,0
3467,Preserve Nippon,17.75,Shisho leaf,"Gently MUDDLE shisho leaf in base of shaker (just to bruise), add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['1 fresh', 'Shiso leaf'], ['4.5 cl', 'Rémy Martin 1738 Cognac'], ['2.5 cl', 'Lime juice (freshly squeezed)'], ['2 cl', 'Vanilla sugar syrup'], ['1 dash', 'Angostura Aromatic Bitters']]","[['1 fresh', 'shiso leaf'], ['4.5 cl', 'cognac'], ['2.5 cl', 'lime juice'], ['2 cl', 'vanilla sugar syrup'], ['1 dash', 'angostura']]",0.184090909090909,0,0,0,0,0,0,0
3468,A Rose By Any Other Name,20.7,Turkish Delight & grate dark chocolate over drink,STIR all ingredients with ice and strain into ice-filled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['2.5 cl', 'Martini Rosso sweet vermouth'], ['1 cl', 'Rose petal liqueur'], ['0.5 cl', 'Crème de violette liqueur'], ['3 drop', ""Bob's Chocolate bitters""]]","[['5 cl', 'cognac'], ['2.5 cl', 'red vermouth'], ['1 cl', 'rose petal liqueur'], ['0.5 cl', 'crème de violette liqueur'], ['3 drop', ""bob's chocolate bitters""]]",0.3958333333333333,0,0,0,0,0,0,0
3469,Revolutionary Flip,17.75,Dust with freshly grated nutmeg,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE without ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Tawny port'], ['1 cl', 'Demerara / dark Muscovado sugar syrup (2 sugar to 1 water)'], ['4 cl', 'British bitter ale'], ['1 fresh', 'Egg (white & yolk)']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'tawny port'], ['1 cl', 'demerara syrup'], ['4 cl', 'british bitter ale'], ['1 fresh', 'egg']]",0.31875,0,0,0,0,0,0,0
3470,Seventh Son,24.0,,SHAKE first 3 ingredients with ice and strain into chilled glass. Carefully pour beer to FLOAT on top of drink.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Cherry Heering cherry brandy liqueur'], ['1.5 cl', 'Rose sugar syrup'], ['Top up with', 'Budweiser Budvar']]","[['4.5 cl', 'cognac'], ['1.5 cl', 'cherry brandy liqueur'], ['1.5 cl', 'rose syrup'], ['Top up with', 'budweiser budvar']]",0.3235294117647059,0,0,0,0,0,0,0
3471,DaVinci Code,21.0,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Tawny port'], ['0.5 cl', 'Coffee liqueur'], ['0.5 cl', 'Giffard Salted Caramel Syrup']]","[['6 cl', 'cognac'], ['1.5 cl', 'tawny port'], ['0.5 cl', 'coffee liqueur'], ['0.5 cl', 'giffard salted caramel syrup']]",0.3441176470588236,0,0,0,0,0,0,0
3472,Winter Clove,17.75,Orange zest twist with a flamed clove,STIR all ingredients with ice and strain into chilled glass.,"[['3 whole', 'Clove'], ['4 cl', 'Rémy Martin 1738 Cognac'], ['2 cl', 'Mandarine Napoleon liqueur'], ['0.5 cl', 'Islay single malt (peated) Scotch whisky'], ['3 dash', ""Bob's Chocolate bitters""]]","[['3 whole', 'clove'], ['4 cl', 'cognac'], ['2 cl', 'mandarine napoleon liqueur'], ['0.5 cl', 'scotch whisky'], ['3 dash', ""bob's chocolate bitters""]]",0.342,0,0,0,0,0,0,0
3473,The French Canadian,17.75,Cucumber slice,"MUDDLE cucumber in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['1 slice', 'Cucumber (fresh)'], ['2 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Rutte Dry Gin'], ['1 cl', 'Maple syrup'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1 dash', 'Angostura Aromatic Bitters']]","[['1 slice', 'cucumber'], ['2 cl', 'cognac'], ['1.5 cl', 'gin'], ['1 cl', 'maple syrup'], ['1.5 cl', 'lemon juice'], ['1 dash', 'angostura']]",0.18375,0,0,0,0,0,0,0
3474,C'est la Vie (That's Life),17.75,Dehydrated apple peel & star anise,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Bénédictine D.O.M.'], ['2 cl', 'Apple juice'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Cinnamon sugar syrup']]","[['5 cl', 'cognac'], ['1 cl', 'bénédictine d.o.m.'], ['2 cl', 'apple juice'], ['1 cl', 'lemon juice'], ['1 cl', 'cinnamon sugar syrup']]",0.225,0,0,0,0,0,0,0
3475,The Devil In Me,23.7,Luxardo maraschino cherry,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', ""Giffard Piment d'Espelette chile liqueur""], ['1.5 cl', 'Akashi-Tai Shiraume Ginjo Umeshu'], ['1 cl', 'Luxardo Maraschino liqueur'], ['1 dash', ""Bob's Chocolate bitters""]]","[['4.5 cl', 'cognac'], ['1 cl', ""giffard piment d'espelette chile liqueur""], ['1.5 cl', 'gin'], ['1 cl', 'maraschino'], ['1 dash', ""bob's chocolate bitters""]]",0.4383333333333333,0,0,0,0,0,0,0
3476,L'Anniversaire (The Birthday),23.7,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['5 cl', 'Rémy Martin 1738 Cognac'], ['1 cl', 'Drambuie liqueur'], ['0.5 cl', 'Italian red bitter liqueur'], ['2 cl', 'Antica Formula or other well aged sweet vermouth'], ['1 cl', 'Raisin sugar syrup (2:1 homemade)']]","[['5 cl', 'cognac'], ['1 cl', 'drambuie liqueur'], ['0.5 cl', 'italian red bitter liqueur'], ['2 cl', 'sweet vermouth'], ['1 cl', 'raisin sugar syrup']]",0.3478947368421052,0,0,0,0,0,0,0
