,title,glass,garnish,recipe,ingredients,raw_ingredients,cocktail_strength,sweet_t,sour_t,savory_t,bitter_t,cream_t,spicy_t,fruity_t
5247,Sâmia's Unusual Negroni Cocktail,20.7,Grapefruit slice,STIR all ingredients with ice and strain into ice-filled glass.,"[['3 cl', 'Gin'], ['3 cl', 'Bittersweet orange-red aperitivo'], ['3 cl', 'Lillet Blanc (or other aromatized wine)'], ['2 dash', 'Angostura or other aromatic bitters'], ['0.5 cl', 'Grapefruit juice (pink)']]","[['3 cl', 'gin'], ['3 cl', 'bittersweet orange-red aperitivo'], ['3 cl', 'lillet blanc'], ['2 dash', 'angostura'], ['0.5 cl', 'grapefruit juice']]",0.2165217391304348,0,0,0,0,0,0,0
5248,Firebird Suite,50.0,Pineapple fronds,"Shake first four ingredients with cracked ice and open pour into a chilled wine glass. Stir remaining three ingredients with cracked ice and strain on top, pouring over the back of a barspoon to create a layered effect. Garnish with pineapple fronds.","[['4.5 cl', 'Appleton Estate Signature Blend'], ['4.5 cl', 'Pineapple juice (fresh pressed)'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Demerara / dark Muscovado sugar syrup (2 sugar to 1 water)'], ['3 cl', 'Tanqueray Export Strength (43.1%) London Dry Gin'], ['1.5 cl', 'Carpano Antica Formula Vermouth'], ['1.5 cl', 'Campari Bitter liqueur']]","[['4.5 cl', 'appleton estate signature blend'], ['4.5 cl', 'pineapple juice'], ['2.25 cl', 'lime juice'], ['1.5 cl', 'demerara syrup'], ['3 cl', 'gin'], ['1.5 cl', 'carpano antica formula vermouth'], ['1.5 cl', 'campari']]",0.2343999999999999,0,0,0,0,0,0,0
5249,THE PLAYBOY,24.0,horse tail lemon twist,"shake all but champagne with ice, strain into Flute glass top with the champagne, garnish and serve.

(ideally this would be a cocktail made for 4 people because the price of ingredients would sale this in the region of £500-£600 hence the name Playboy","[['1.5 cl', ""Château d'Yquem Sauternes""], ['2 cl', 'Grand Marnier Cuvée du Cent Cinquantenaire Liqueur'], ['3.5 cl', 'Piper-Heidsieck Cuvee Brut N.V. Champagne'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]","[['1.5 cl', ""château d'yquem sauternes""], ['2 cl', 'grand marnier'], ['3.5 cl', 'piper-heidsieck cuvee brut n.v. champagne'], ['1.5 cl', 'lemon juice']]",0.1476470588235294,0,0,0,0,0,0,0
5250,Passionfruit Pizazz,17.75,Slide of lemon,"Combine all ingredients and dry shake. Add ice, shake until cold, then double strain into glass.","[['4.5 cl', 'Vodka'], ['2.25 cl', 'Passion fruit syrup'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1 fresh', 'Egg white']]","[['4.5 cl', 'vodka'], ['2.25 cl', 'passion fruit syrup'], ['2.25 cl', 'lemon juice'], ['1 fresh', 'egg white']]",0.18,0,0,0,0,0,0,0
5251,Rocky and Stormy,20.7,Wedge of lime.,Simply pour over ice and enjoy.,"[['5 cl', 'Island single malt Scotch whisky'], ['13 cl', 'Fever-Tree Premium Ginger Beer'], ['1.5 cl', 'Lime juice (freshly squeezed)']]","[['5 cl', 'scotch whisky'], ['13 cl', 'gin'], ['1.5 cl', 'lime juice']]",0.3687179487179487,0,0,0,0,0,0,0
5252,Mojito Through The Straw,35.5,Mint sprigs bouquet,"Add first 2 ingredients to shaker and MUDDLE.
Add rum and lime juice, SHAKE with ice and strain into ice-filled glass.
TOP with soda.","[['14 fresh', 'Mint leaves'], ['2.25 cl', ""'Simple' sugar syrup (1 sugar to 1 water)""], ['6 cl', 'White (charcoal-filtered) 1-3 year old light rum'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['Top up with', 'Soda (club soda) water']]","[['14 fresh', 'mint leaves'], ['2.25 cl', 'sugar syrup'], ['6 cl', 'white rum'], ['2.25 cl', 'lime juice'], ['Top up with', 'soda water']]",0.1341176470588235,0,0,0,0,0,0,0
5253,From Paris With Love,35.5,"Whatever you like - anise foam, a star anise pod, tarragon leaves, a pineapple wedge, a lemon slice... be creative.","Add all ingredients to a cocktail shaker with ice. Shake well, then strain into ice-filled glasses.

To make star anise syrup, combine 1 cup sugar, 1 cup water, 6 star anise pods, 2 cinnamon sticks, and an orange peel in a small sauce pan. Heat on stove until sugar is fully dissolved and it is just beginning to boil. Cool slightly, strain out spices, and cool completely.","[['9 cl', 'Grey Goose Cherry Noir Vodka'], ['4.5 cl', 'Pineapple juice (fresh pressed)'], ['3.75 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Star anise syrup']]","[['9 cl', 'vodka'], ['4.5 cl', 'pineapple juice'], ['3.75 cl', 'lemon juice'], ['2.25 cl', 'star anise syrup']]",0.1846153846153846,0,0,0,0,0,0,0
5254,Skåne martini,23.7,Lemon peel,Add 3 dashes of orange bitters to glas. Add vermouth & aquavit. STIR.,"[['5 cl', 'Akvavit / Aquavit'], ['2 cl', 'Noilly Prat dry vermouth'], ['3 dash', 'Orange Bitters by Angostura']]","[['5 cl', 'aquavit'], ['2 cl', 'dry vermouth'], ['3 dash', 'angostura']]",0.263,0,0,0,0,0,0,0
5255,John's Honeysuckle,17.75,Lemon twist,"SHAKE all ingredients with ice and fine strain into chilled glass.

Ginger honey water works well with the dark rum. Regular honey water is better for lighter rum","[['5 cl', 'Dark/black/blackstrap rum'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['2 cl', 'Honey water (1:1)']]","[['5 cl', 'dark rum'], ['2 cl', 'lemon juice'], ['2 cl', 'honey water']]",0.3166666666666666,0,0,0,0,0,0,0
5256,Nepal Basque,40.0,Zest of blood orange,SHAKE all ingredients except the ginger beer with ice and fine strain into a chilled glass. Top with the ginger beer.,"[['4.5 cl', 'Gin'], ['2.25 cl', 'Giffard Pamplemousse Rose (pink grapefruit) liqueur'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['3⁄4 spoon', 'Timut pepper'], ['2 pinch', 'Espelette chili powder'], ['9 cl', 'Ginger beer']]","[['4.5 cl', 'gin'], ['2.25 cl', 'giffard pamplemousse rose  liqueur'], ['2.25 cl', 'lemon juice'], ['3⁄4 spoon', 'timut pepper'], ['2 pinch', 'espelette chili powder'], ['9 cl', 'gin']]",0.2727692307692307,0,0,0,0,0,0,0
